18,120,71,2019-06-10 20:23:34.642041
0,24,21,2019-06-10 20:23:37.363953
74,75,159,2019-06-10 20:23:39.676509
164,74,111,2019-06-10 20:23:41.739907
167,26,14,2019-06-10 20:23:45.150623
87,9,108,2019-06-10 20:23:47.682651
162,49,72,2019-06-10 20:23:49.797731
149,103,162,2019-06-10 20:23:52.249374
143,63,155,2019-06-10 20:23:54.750560
160,56,159,2019-06-10 20:23:58.144769
148,122,100,2019-06-10 20:24:00.353702
41,16,123,2019-06-10 20:24:04.080543
143,90,1,2019-06-10 20:24:06.102796
142,131,19,2019-06-10 20:24:08.082987
52,71,93,2019-06-10 20:25:00.691975
5,131,107,2019-06-10 20:25:06.406291
58,17,162,2019-06-10 20:25:08.704937
74,145,70,2019-06-10 20:25:11.176917
36,91,88,2019-06-10 20:25:16.447536
3,89,78,2019-06-10 20:25:19.742166
36,160,165,2019-06-10 20:25:23.012117
71,23,104,2019-06-10 20:25:27.037097
39,162,71,2019-06-10 20:25:29.957652
68,101,3,2019-06-10 20:25:33.590778
52,33,125,2019-06-10 20:25:36.026640
74,64,38,2019-06-10 20:25:42.414148
77,20,59,2019-06-10 20:25:44.515937
32,48,59,2019-06-10 20:25:46.737700
144,51,130,2019-06-10 20:25:49.786880
46,165,152,2019-06-10 20:25:52.220950
14,153,101,2019-06-10 20:25:58.250976
162,35,133,2019-06-10 20:26:02.952215
156,40,87,2019-06-10 20:26:05.719654
129,168,85,2019-06-10 20:26:08.513065
127,93,152,2019-06-10 20:26:12.006824
53,33,26,2019-06-10 20:26:15.233124
105,142,92,2019-06-10 20:26:18.752600
20,11,21,2019-06-10 20:26:20.948700
102,35,157,2019-06-10 20:26:23.278518
156,138,69,2019-06-10 20:26:25.590507
97,146,88,2019-06-10 20:26:28.930576
52,103,16,2019-06-10 20:26:31.798391
118,21,131,2019-06-10 20:26:36.412190
148,47,21,2019-06-10 20:26:43.506019
95,69,18,2019-06-10 20:26:48.258756
55,13,87,2019-06-10 20:26:50.466676
115,0,164,2019-06-10 20:26:55.838818
108,120,164,2019-06-10 20:27:01.859345
10,69,42,2019-06-10 20:27:06.247713
64,52,165,2019-06-10 20:27:10.397002
86,112,113,2019-06-10 20:27:13.363000
26,45,97,2019-06-10 20:27:16.294756
103,65,50,2019-06-10 20:27:19.442553
129,107,113,2019-06-10 20:27:23.931541
103,34,83,2019-06-10 20:27:26.774763
143,68,158,2019-06-10 20:27:29.252832
108,130,20,2019-06-10 20:27:32.337880
46,84,109,2019-06-10 20:27:34.843131
15,43,160,2019-06-10 20:27:36.812347
