,alg_id,alg_label,context,context_type,exp_uid,left_id,network_delay,participant_uid,query_uid,response_time,right_id,target_left,target_right,target_winner,timestamp_answer_received,timestamp_query_generated,winner_id
527,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,43,0.206059,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,f4f7387f953a5c08972115f226a51459,1.096,164,http://clintsbucket.s3.amazonaws.com/DAM3D017_F_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D063_T_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D017_F_CYAedit.jpeg,2019-07-13 17:48:05.021860,2019-07-13 17:48:03.719801,43
528,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,1,0.18942,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,8680d95c00fc49acd98376aec7da2f66,1.509,167,http://clintsbucket.s3.amazonaws.com/CYD_2D_Cylinder_edit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D064_T_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/CYD_2D_Cylinder_edit.jpeg,2019-07-13 17:48:07.112642,2019-07-13 17:48:05.414222,1
529,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,45,0.216166,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,8a95f8b8dcd68950076cb2f7bc834ccf,0.766,112,http://clintsbucket.s3.amazonaws.com/DAM3D017_T_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D041_F_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D041_F_CYDedit.jpeg,2019-07-13 17:48:08.552650,2019-07-13 17:48:07.570484,112
530,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,160,0.262027,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,1321407ac9c80b562e9265a110e823df,0.586,88,http://clintsbucket.s3.amazonaws.com/DAM3D062_P_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D032_F_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D032_F_CYAedit.jpeg,2019-07-13 17:48:09.771270,2019-07-13 17:48:08.923243,88
531,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,22,0.204603,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,4cfde4daef9b6f0e1adacef988f054e3,0.69,20,http://clintsbucket.s3.amazonaws.com/DAM3D008_F_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D007_P_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D007_P_CYDedit.jpeg,2019-07-13 17:48:10.974801,2019-07-13 17:48:10.080198,20
532,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,3,0.220843,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,8aa75b88b40b81c5283a5e62b3ca85fc,0.801,46,http://clintsbucket.s3.amazonaws.com/DAM3D001_P_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D018_F_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D001_P_CYDedit.jpeg,2019-07-13 17:48:12.390872,2019-07-13 17:48:11.369029,3
533,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,93,0.23897,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,4d9673ca552ff4b427aea2bd6027de65,0.837,79,http://clintsbucket.s3.amazonaws.com/DAM3D033_T_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D029_F_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D033_T_CYDedit.jpeg,2019-07-13 17:48:13.866245,2019-07-13 17:48:12.790275,93
534,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,19,0.201935,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,01fb7fa3c3868c5f5a5ff638859b7365,0.889,141,http://clintsbucket.s3.amazonaws.com/DAM3D007_F_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D055_P_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D007_F_CYAedit.jpeg,2019-07-13 17:48:15.395033,2019-07-13 17:48:14.304098,19
535,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,138,0.213548,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,4f8f4e565ffa98d131bb0d73e01df0a0,1.428,86,http://clintsbucket.s3.amazonaws.com/DAM3D053_P_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D031_P_CYDedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D031_P_CYDedit.jpeg,2019-07-13 17:48:17.496228,2019-07-13 17:48:15.854680,86
536,BR_Random,BR_Random,https://banditsbucket.s3-us-west-2.amazonaws.com/CYA_3D_Cylinder_edit.jpeg,image,602c168468300675783bef75294459,10,0.307938,602c168468300675783bef75294459_HFtWkmFh1YgNvwVepMC9VCSBB24dhM,ebb861c06b06ec5623b325bb5611080f,0.687,68,http://clintsbucket.s3.amazonaws.com/DAM3D003_T_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D025_P_CYAedit.jpeg,http://clintsbucket.s3.amazonaws.com/DAM3D025_P_CYAedit.jpeg,2019-07-13 17:48:18.975443,2019-07-13 17:48:17.980505,68
